point,viable,frac_seeds_collapsed,slope_raw,slope_raw_seed_sd,slope,slope_seed_sd,n_seeds,wage_led,wage_led_raw,Output_lo,Total_Capital_lo,Investment_lo,Unemployment_Rate_lo,Wage_Share_lo,Profit_Share_lo,Average_Utilization_lo,Capitalist_Consumption_lo,Tax_Rate_lo,Consumption_lo,Employment_lo,Wage_Rate_lo,Money_Buffer_lo,Output_hi,Total_Capital_hi,Investment_hi,Unemployment_Rate_hi,Wage_Share_hi,Profit_Share_hi,Average_Utilization_hi,Capitalist_Consumption_hi,Tax_Rate_hi,Consumption_hi,Employment_hi,Wage_Rate_hi,Money_Buffer_hi
10,1.0,0.0,39.907499149995246,5.928552855614733,39.907499149995246,5.928552855614733,3,0.0,0.0,121.40049667259916,327.4063886874797,22.25843066751766,0.3707843137254902,0.448827384569692,0.5511726154303079,0.8527636099443843,49.34617057472425,0.11772546317507203,99.1420660050815,62.92156862745099,0.8661077303043244,0.0,129.38199650259824,553.0558516137665,37.583766850937415,0.47228758169934637,0.34407930698167283,0.6559206930183271,0.5304829236386778,49.06760286079837,0.15762219296959734,91.79822965166083,52.77124183006536,0.8436208454289332,0.0
11,1.0,0.0,-9.826009770081466,6.210167982447773,-9.826009770081466,6.210167982447773,3,1.0,1.0,134.41553306935143,355.373868927144,24.184414236741517,0.29294117647058826,0.46765339379959686,0.5323466062004031,0.8824555521980842,53.81048552760266,0.08597419583411654,110.23111883260992,70.70588235294117,0.8892684146402772,0.0,132.45033111533516,501.2679950704432,33.83897824569314,0.4325490196078432,0.3649105360822704,0.6350894639177297,0.6019137100305247,53.00095873270468,0.13578530379733236,98.611352869642,56.74509803921569,0.8518914244268982,0.0
12,0.0,1.0,550.0729071308796,3.5611099212749915,,,3,,0.0,0.0,2.167543473175044e-65,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7987053855444066,0.0,110.01458142617594,390.75415186752326,30.244312482195458,0.4472549019607844,0.4309758134941384,0.5690241865058616,0.7166053770559819,39.803903815751305,0.06679734252133816,79.77026894398047,55.27450980392157,0.857845536014381,0.0
13,1.0,0.0,70.10157440740034,18.576687321221186,70.10157440740034,18.576687321221186,3,0.0,0.0,91.75461711672892,452.59148836679816,18.061408281788292,0.6026797385620916,0.3631366284193673,0.6368633715806328,0.38487204104357337,39.19106107723432,0.15251775443501353,73.69320883494065,39.732026143790854,0.8385882473269924,0.0,105.774931998209,896.6660069533569,35.31880559945747,0.6341830065359477,0.28860517855858564,0.7113948214414144,0.2227629039678093,38.107744679814395,0.1674828699833595,70.45612639875152,36.58169934640523,0.834999740576373,0.0
14,1.0,0.0,81.10709424051818,10.235280113849758,81.10709424051818,10.235280113849758,3,0.0,0.0,90.4130512432467,433.802582899118,17.32808405243027,0.596078431372549,0.37496971059408857,0.6250302894059114,0.4444097943060275,38.20049068159792,0.1522574749365062,73.08496719081641,40.392156862745104,0.8393552370445231,0.0,106.63447009135034,856.9433551473907,34.24750924635859,0.597516339869281,0.3167527743249692,0.6832472256750309,0.26535759643443896,37.63309665476538,0.1540583503313916,72.38696084499175,40.248366013071895,0.8391908772678939,0.0
15,1.0,0.0,79.61469763626225,14.328724055628896,79.61469763626225,14.328724055628896,3,0.0,0.0,90.70757677343353,454.766223054569,18.086095199289886,0.6099346405228759,0.3540076647556581,0.6459923352443419,0.3699342449425252,39.150595496212084,0.15376345610089792,72.62148157414366,39.006535947712415,0.8232713502169919,0.0,106.630516300686,895.4209985599888,36.063250279525796,0.63,0.28451249309589505,0.7154875069041049,0.22022742891377878,38.46204464419878,0.16333018211177971,70.5672660211602,37.0,0.8204829425370873,0.0
16,1.0,0.0,96.78819238960672,4.440197268339898,96.78819238960672,4.440197268339898,3,0.0,0.0,107.80985781701175,534.9841401880957,21.469599933000268,0.533921568627451,0.3662063984843709,0.633793601515629,0.3878131810745738,38.74345012958223,0.26615682093283866,86.34025788401146,46.607843137254896,0.8472587351195299,0.0,127.16749629493309,1077.4360766910484,43.164604733534134,0.5604575163398692,0.2915824257160764,0.7084175742839234,0.22612255593890582,37.712507544146064,0.2860234553815672,84.00289156139898,43.954248366013076,0.843802166938025,0.0
17,1.0,0.0,87.4471466427904,10.465915323578832,87.4471466427904,10.465915323578832,3,0.0,0.0,90.99427515859604,430.3647744150567,17.271395206826565,0.587843137254902,0.3805895749648492,0.6194104250351508,0.4026446804152448,38.2672903748268,0.14906005369944733,73.72287995176946,41.21568627450981,0.8403542794119444,0.0,108.48370448715411,902.2608746650661,36.018844996654366,0.6106535947712418,0.30058947656121654,0.6994105234387834,0.22809731235912345,38.547909725722405,0.15711237746581933,72.46485949049973,38.93464052287582,0.8376400525970912,0.0
18,1.0,0.0,83.02421909686409,8.14409584213517,83.02421909686409,8.14409584213517,3,0.0,0.0,92.89324374895735,463.962214444128,18.444248661898882,0.5998692810457517,0.36133308136509834,0.6386669186349018,0.3802855549671513,40.435342214016025,0.15030354455984407,74.44899508705845,40.01307189542484,0.8389195551941798,0.0,109.49808756833016,929.6001005358376,37.09562333089493,0.6216993464052288,0.28886837545755156,0.7111316245424484,0.22315505773744224,39.8432477944045,0.16000822119848251,72.40246423743523,37.830065359477125,0.8364753009164724,0.0
19,1.0,0.0,61.70337783558815,15.14634300239102,61.70337783558815,15.14634300239102,3,0.0,0.0,98.0546782544803,371.6664227716442,18.159445056210657,0.5181045751633987,0.41733344597689714,0.5826665540231027,0.5093955795600386,39.41421417611203,0.12258138074423632,79.89523319826964,48.18954248366013,0.8493471321306595,0.0,110.39535382159794,721.5019143483838,35.80905171740523,0.5766013071895425,0.3227239176156912,0.6772760823843088,0.2924444196452114,38.33685586931096,0.1449484039155443,74.5863021041927,42.33986928104575,0.84176689987169,0.0
20,1.0,0.0,72.34462729657089,15.55586082648517,72.34462729657089,15.55586082648517,3,0.0,0.0,91.44356579147204,451.5789627411746,17.992523121060803,0.6041830065359477,0.362911971280069,0.637088028719931,0.3841978047023848,39.06519979201574,0.15337075108319506,73.45104267041125,39.58169934640522,0.8384056721785512,0.0,105.91249125078622,889.9272205025721,35.36364291609379,0.6325490196078432,0.28959024078444,0.71040975921556,0.22480751965180223,38.083644061272054,0.16689757427988153,70.54884833469241,36.74509803921569,0.835211598839377,0.0
21,1.0,0.0,109.12771391337736,19.682078617891896,109.12771391337736,19.682078617891896,3,0.0,0.0,111.94227140707945,553.3431960717011,22.328618867855795,0.5154248366013072,0.36773480550732923,0.6322651944926708,0.3906606769936254,48.50759089357661,0.10874466459452703,89.61365253922362,48.45751633986928,0.849642421874314,0.0,133.76781418975494,1129.2998485478622,45.95795116279134,0.5367973856209151,0.29319265966120506,0.7068073403387949,0.2283895861531892,48.21156564739341,0.11523185627957634,87.80986302696358,46.3202614379085,0.8468820582531591,0.0
