sigma,rho,seed,Output,Total_Capital,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,c0
0.3,0.35,10,0.0,1.6952656604532737e-36,0.0,0.0,0.0,1.0,0.0,0.5488409715364094,0.0,0.0,0.9194611381667787,1.0,1.0,8.545355743291421e-37,6.244256438720964e-37,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.5
0.3,0.35,11,0.0,8.761175897532217e-39,0.0,0.0,0.0,1.0,0.0,0.5488409715364094,0.0,0.0,0.9188034406595049,1.0,1.0,4.4162615052289597e-39,3.227047552789164e-39,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.5
0.3,0.35,12,66.65297809043537,205.41225824507467,10.270612912475933,56.382365177959436,38.0,0.6200000000000001,0.5131053552265457,0.5488409715364094,0.4868946447734543,0.7318161975337171,0.9035015033992503,0.3070168853207194,0.09459006858131183,96.18268710815994,73.61635407068786,0.9054099314191535,0.0,0.9,0.5,0.5,0.0,0.0,0.5
0.3,0.35,13,65.28926911157849,194.3330078161617,9.71665001484376,55.57261909673473,38.0,0.6200000000000001,0.523822681205891,0.5488409715364094,0.476177318794109,0.7323404767869213,0.9092101276895197,0.28842624014933643,0.06255178559095857,91.75333998443202,69.64573414088402,0.9374482135477435,0.0,0.9,0.30000000000000004,0.7000000000000002,0.0,0.0,0.5
0.3,0.35,14,0.0,2.972168099947069e-35,0.0,0.0,0.0,1.0,0.0,0.5488409715364094,0.0,0.0,0.9148455484902787,1.0,1.0,1.4981860563446677e-35,1.0947534789381221e-35,0.0,0.0,0.89,0.0,0.0,1.0,0.0,0.5
0.3,0.35,15,0.0,4.671277986095013e-37,0.0,0.0,0.0,1.0,0.0,0.5488409715364094,0.0,0.0,0.9177788722240743,1.0,1.0,2.3546593963517673e-37,1.720595085606246e-37,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.5
0.3,0.35,16,66.93737874661787,207.89368622918366,10.394684311602479,56.542694435015385,38.0,0.6200000000000001,0.5109252952593101,0.5488409715364094,0.48907470474068987,0.7354246132556953,0.9099270792972636,0.3110449335406234,0.10157991184696098,97.15782930607818,74.50565679606174,0.8984200881533332,0.0,0.9,0.6000000000000001,0.3999999999999999,0.0,0.0,0.5
0.3,0.35,17,0.0,5.147888083304796e-37,0.0,0.0,0.0,1.0,0.0,0.5488409715364094,0.0,0.0,0.930663638279022,1.0,1.0,2.59490509509454e-37,1.8961472564362642e-37,0.0,0.0,0.8699999999999998,0.0,0.0,1.0,0.0,0.5
0.3,0.35,18,66.66224892647283,205.4921443446687,10.2746072174839,56.38764170898892,38.0,0.6200000000000001,0.5130339967636247,0.5488409715364094,0.4869660032363754,0.7349387831061591,0.9097213930902596,0.30714733962722934,0.09481616571800738,96.21417761549336,73.64498392677382,0.9051838342825166,0.0,0.9,0.3999999999999999,0.6000000000000001,0.0,0.0,0.5
0.3,0.35,19,0.0,1.2636720024415452e-35,0.0,0.0,0.0,1.0,0.0,0.5488409715364094,0.0,0.0,0.9195015431203855,1.0,1.0,6.369813920971636e-36,4.654546022932618e-36,0.0,0.0,0.89,0.0,0.0,1.0,0.0,0.5
