sigma,rho,seed,Output,Total_Capital,Investment,Consumption,Employment,Unemployment_Rate,Wage_Share,Wage_Share_Profitmax,Profit_Share,Income_Gini,Wealth_Gini,Output_Gap,Output_Gap_PM,Potential_Output,Potential_Output_PM,Average_Utilization,Money_Buffer,Cash_Constrained,Bound_Demand,Bound_Profitmax,Bound_Capital,Bound_Workforce,c0,anchor
1.0,0.55,7,84.30946559445131,368.77152538912287,18.326761387576262,65.98270420687503,40.372549019607845,0.5962745098039216,0.4307238244563385,0.6666666666666666,0.5692761755436615,0.7372451626181522,0.9100442072551989,0.4543209040951241,0.4543209040951241,154.49057380017277,154.49057380017277,0.416838784430259,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,8,83.3978435288357,372.3149584949018,18.200147810056603,65.19769571877912,39.529411764705884,0.6047058823529411,0.4262055067334378,0.6666666666666666,0.5737944932665622,0.7421350937452305,0.9071550755195292,0.4618090510454033,0.4618090510454033,154.97692728352771,154.97692728352771,0.4080192802451849,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,9,85.81698585018225,378.2715410558705,18.79737669036355,67.01960915981869,40.92156862745098,0.5907843137254902,0.42912031523733163,0.6666666666666666,0.5708796847626685,0.7337840899445986,0.9077220094221626,0.44921929821542944,0.44921929821542944,155.81097124506573,155.81097124506573,0.41313732278069837,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,10,88.93818105143049,397.39255593229757,19.907869111004405,69.03031194042607,42.1764705882353,0.5782352941176471,0.4262074592400495,0.6666666666666666,0.5737925407599505,0.7267436959768957,0.9086406490595262,0.43850144900768107,0.43850144900768107,158.38570903299973,158.38570903299973,0.4081153286222533,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,11,86.22019875718917,383.06194573215106,18.995416361336112,67.22478239585305,40.94117647058823,0.5905882352941176,0.42731250120986936,0.6666666666666666,0.5726874987901307,0.7336623617075873,0.9067291575561038,0.44894409054082834,0.44894409054082834,156.46607523887326,156.46607523887326,0.4101741706904247,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,12,85.10240708289275,370.5379751837987,18.625306183698747,66.47710089919399,40.84313725490196,0.5915686274509803,0.43170105082272275,0.6666666666666666,0.5682989491772773,0.7310875889834536,0.9032083787459366,0.4500289307568623,0.4500289307568623,154.73903480304276,154.73903480304276,0.4191403066944489,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,13,88.9571888803599,380.5544715947544,19.579930002966687,69.3772588773932,43.1764705882353,0.5682352941176472,0.4360976692687216,0.6666666666666666,0.5639023307312785,0.7185398261441879,0.9108319028396721,0.43003171326021256,0.43003171326021256,156.09292194102042,156.09292194102042,0.42783310061599594,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,14,85.4944822437108,375.16201869195544,18.75547299538183,66.73900924832898,40.86274509803921,0.5913725490196079,0.4299281525319626,0.6666666666666666,0.5700718474680375,0.7341463144317073,0.9097578394471653,0.44979330486101793,0.44979330486101793,155.38061177541445,155.38061177541445,0.415613128164711,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,15,89.01395104287447,379.9536918580648,19.722927903038887,69.29102313983562,43.1764705882353,0.5682352941176472,0.43635559385101613,0.6666666666666666,0.563644406148984,0.7164308241201728,0.9055323570317232,0.4296154693313875,0.4296154693313875,156.0169552738982,156.0169552738982,0.4281880754480923,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,16,89.00524509506468,398.00826841464846,19.829174976257708,69.17607011880696,42.11764705882353,0.5788235294117647,0.42584050567780735,0.6666666666666666,0.5741594943221926,0.7289653749994282,0.9115193585190706,0.4383740709312017,0.4383740709312017,158.4755743092827,158.4755743092827,0.4075387996472462,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,17,87.41279428282317,378.1521824194048,19.09664112982722,68.31615315299595,42.11764705882353,0.5788235294117647,0.4333236947872575,0.6666666666666666,0.5666763052127424,0.7288233809957703,0.9163361040920966,0.43897209099650336,0.43897209099650336,155.78661964224275,155.78661964224275,0.4212908913255855,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,18,84.12441303041334,372.90638385032054,18.37851321654784,65.74589981386552,39.96078431372549,0.600392156862745,0.4274816332060435,0.6666666666666666,0.5725183667939565,0.7413321677769393,0.911137717782647,0.45750454973786825,0.45750454973786825,155.0707767210059,155.0707767210059,0.41023705225945634,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.55,19,84.7059566378587,377.5951413927424,18.58394684426708,66.12200979359164,40.1764705882353,0.598235294117647,0.4264954962523296,0.6666666666666666,0.5735045037476705,0.7385672035462696,0.9078763251122817,0.4559567791548929,0.4559567791548929,155.7106004161142,155.7106004161142,0.4083955484977288,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,0,90.00496914187781,419.8280867117035,21.7741890553331,68.23078008654471,41.80392156862745,0.5819607843137254,0.4178689927777799,0.6666666666666666,0.5821310072222201,0.7295732461585636,0.9113554999061543,0.4419753193863221,0.4419753193863221,161.2952443082279,161.2952443082279,0.39256444847742145,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,1,87.88406118043832,417.5678598607903,21.240158188091335,66.64390299234698,40.411764705882355,0.5958823529411765,0.41360646111866933,0.6666666666666666,0.5863935388813308,0.737637918093765,0.9082591308662922,0.4543052414870071,0.4543052414870071,161.01997565979494,161.01997565979494,0.38437208542383045,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,2,87.66920392610604,425.28734014087496,21.32932953444657,66.33987439165949,39.8235294117647,0.6017647058823531,0.4088090921826948,0.6666666666666666,0.5911909078173053,0.7438639110201507,0.9111279980250234,0.4588908971921492,0.4588908971921492,162.01685574556222,162.01685574556222,0.3758490164559716,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,3,84.68601322803653,412.0728608377416,20.394098857358884,64.29191437067765,38.431372549019606,0.615686274509804,0.40832914679444565,0.6666666666666666,0.5916708532055545,0.7495177733427841,0.9050107830431332,0.4717703514120808,0.4717703514120808,160.31990612379872,160.31990612379872,0.3743754084024075,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,4,84.68829295829582,405.90454508552,20.185850569157015,64.5024423891388,38.705882352941174,0.6129411764705883,0.4112970744891369,0.6666666666666666,0.5887029255108631,0.7494044795769238,0.9095164634186363,0.46909820332879726,0.46909820332879726,159.51700196095857,159.51700196095857,0.38002562843532894,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,5,85.3850471315914,408.74924420275624,20.45403484357629,64.9310122880151,39.07843137254902,0.6092156862745098,0.41171002180838534,0.6666666666666666,0.5882899781916147,0.7466907453110045,0.9091342150017648,0.4659766497527609,0.4659766497527609,159.8857578424476,159.8857578424476,0.3809472624434305,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,6,87.9273803082732,429.5810863039471,21.559745852931094,66.36763445534211,39.80392156862745,0.6019607843137255,0.4073749259593983,0.6666666666666666,0.5926250740406018,0.7424510740234775,0.9069832192941754,0.45911093604675174,0.45911093604675174,162.56025396619142,162.56025396619142,0.3730162532381901,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,7,85.83107823482612,411.8454164736176,20.583847860593224,65.24723037423291,39.21568627450981,0.6078431372549019,0.41115831661746877,0.6666666666666666,0.5888416833825312,0.7468939951264096,0.9109516087215928,0.46453412649081616,0.46453412649081616,160.29102061753676,160.29102061753676,0.37991704653691016,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,8,86.15738951352327,403.1508188440873,20.550800886923618,65.60658862659967,39.90196078431372,0.6009803921568627,0.41668064281642797,0.6666666666666666,0.583319357183572,0.7402090049842239,0.908131544110693,0.45871776043007895,0.45871776043007895,159.15031353270157,159.15031353270157,0.3893672745937459,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,9,87.88741407108485,413.03199685754413,21.121942450286877,66.76547162079794,40.64705882352941,0.593529411764706,0.41595802297575873,0.6666666666666666,0.5840419770242413,0.7362996089383405,0.9094633285186835,0.45218667206416513,0.45218667206416513,160.42563006532123,160.42563006532123,0.3889584874510548,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,10,81.85906016874226,415.9877723080737,19.587755316450465,62.27130485229181,36.333333333333336,0.6366666666666666,0.3992340379917055,0.6666666666666666,0.6007659620082946,0.7660304298207675,0.9087558871055952,0.491037410685307,0.491037410685307,160.7647252031665,160.7647252031665,0.35709625183689053,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,11,87.14018955910893,424.6137667255346,21.2006659207906,65.93952363831835,39.490196078431374,0.6050980392156863,0.4078346709059232,0.6666666666666666,0.5921653290940768,0.7437538259002511,0.9058395836747634,0.46187161654385034,0.46187161654385034,161.9312903893833,161.9312903893833,0.37396014107370307,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,12,84.30388424345908,403.32922643598044,20.12188794109502,64.18199630236404,38.568627450980394,0.614313725490196,0.4117304635882105,0.6666666666666666,0.5882695364117895,0.7471141814548584,0.9030247217061819,0.4703837734879727,0.4703837734879727,159.1792013093058,159.1792013093058,0.3808794491322515,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,13,86.24996693720061,422.20222094451117,20.760634216957243,65.48933272024335,39.01960784313726,0.6098039215686275,0.40706244723315166,0.6666666666666666,0.5929375527668485,0.7491774263291768,0.9096774836885833,0.46638452140570086,0.46638452140570086,161.6166900930291,161.6166900930291,0.37110349679381743,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,14,86.41812975924837,415.6745225897057,20.852635697092072,65.56549406215629,39.450980392156865,0.6054901960784315,0.4107472720157447,0.6666666666666666,0.5892527279842554,0.7450855611489403,0.9104686128252181,0.46253682908974986,0.46253682908974986,160.78524219179343,160.78524219179343,0.37937097961421684,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,15,85.53432696233301,405.46343275023435,20.457280537519964,65.07704642481306,39.35294117647059,0.6064705882352942,0.41402080967145577,0.6666666666666666,0.5859791903285442,0.7436112644094572,0.9068515224897871,0.4635971261568382,0.4635971261568382,159.4566732099321,159.4566732099321,0.38466590443973964,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,16,88.18410710791662,428.5988318527497,21.429941592705326,66.75416551521131,40.0,0.6000000000000001,0.4082368261204307,0.6666666666666666,0.5917631738795693,0.7435104833391311,0.9130730426263663,0.45711647668104893,0.45711647668104893,162.43651413253033,162.43651413253033,0.37497893895198614,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,17,83.69031767298554,396.99339859829036,19.60232217043365,64.08799550255192,38.470588235294116,0.6152941176470589,0.41345628763024805,0.6666666666666666,0.586543712369752,0.7537797763496964,0.9168315674568905,0.4715032708313761,0.4715032708313761,158.33710051468208,158.33710051468208,0.38325306748041543,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,18,85.21041139924827,405.2191891097405,20.25810117415916,64.95231022508911,39.13725490196079,0.6086274509803922,0.4132288161914149,0.6666666666666666,0.5867711838085852,0.7471850827893604,0.9114472444669052,0.46552725040783965,0.46552725040783965,159.42505875740267,159.42505875740267,0.38324881031708863,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.6,19,86.30074103636089,415.7338918146043,20.74748250039509,65.55325853596578,39.333333333333336,0.6066666666666666,0.4101803798937507,0.6666666666666666,0.5898196201062493,0.7457190530614176,0.9085035205957368,0.4632864332293278,0.4632864332293278,160.79463545413222,160.79463545413222,0.3782530535153333,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,0,85.81803917584992,442.6353333644179,22.34387348985792,63.474165685991984,37.86274509803921,0.6213725490196078,0.39684450581142744,0.6666666666666666,0.6031554941885725,0.7556337661689428,0.9115989356210915,0.4773683324736593,0.4773683324736593,164.18617143752425,164.18617143752425,0.35380339264731603,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,1,83.02075651457648,434.9820728543594,21.318836896086758,61.70191961848975,36.294117647058826,0.6370588235294118,0.39331330100181766,0.6666666666666666,0.6066866989981823,0.7652007549801806,0.9091007725551635,0.49145360998054355,0.49145360998054355,163.2294893517154,163.2294893517154,0.3471624648734584,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,2,85.91628280525791,447.42036774419,22.363116948353714,63.55316585690417,37.705882352941174,0.6229411764705883,0.3947810501964981,0.6666666666666666,0.605218949803502,0.7568165256192672,0.9100785888858798,0.47861352416550756,0.47861352416550756,164.777227721835,164.777227721835,0.349822470292572,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,3,85.57932733688627,443.5879973191075,22.278996436416033,63.30033090047025,37.666666666666664,0.6233333333333334,0.3959796068177913,0.6666666666666666,0.6040203931822087,0.7545411307837468,0.9054664268767993,0.479166104154212,0.479166104154212,164.30578453520263,164.30578453520263,0.3520004360504403,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,4,88.27023541623203,463.75504683554163,23.18758276554246,65.08265265068955,38.529411764705884,0.6147058823529413,0.3928251892583151,0.6666666666666666,0.607174810741685,0.7526618648828416,0.9104460984290413,0.4706808497436922,0.4706808497436922,166.76153393169784,166.76153393169784,0.3469192470726,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,5,86.78053424269966,459.7126163731253,22.80926944654446,63.97126479615519,37.745098039215684,0.6225490196078433,0.39124063813195636,0.6666666666666666,0.6087593618680437,0.7560625870669813,0.9070742185240918,0.4780701879057054,0.4780701879057054,166.27206640377904,166.27206640377904,0.3442769852505405,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,6,90.20879213015499,477.03296546847025,24.034088692622635,66.17470343753237,39.294117647058826,0.6070588235294119,0.39184968911392576,0.6666666666666666,0.6081503108860743,0.7476327030979049,0.9092941091734229,0.46413260246151555,0.46413260246151555,168.33163270837773,168.33163270837773,0.34501566535120515,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,7,87.3549102938311,450.1486704786037,22.891003466461893,64.46390682736919,38.549019607843135,0.6145098039215685,0.39694027596573794,0.6666666666666666,0.6030597240342621,0.7510205027823273,0.9103991730362717,0.4710059185489618,0.4710059185489618,165.1056556435187,165.1056556435187,0.354342969897914,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,8,89.41420057581733,461.1824276909328,23.638884405279494,65.77531617053782,39.470588235294116,0.6052941176470588,0.39703156140672696,0.6666666666666666,0.602968438593273,0.7442173550738398,0.9076469301120741,0.46280210483548706,0.46280210483548706,166.42942489650574,166.42942489650574,0.35453053591149747,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,9,86.53271050994114,457.0790940273792,22.637633030909477,63.89507747903168,37.72549019607843,0.6227450980392157,0.3919423183625797,0.6666666666666666,0.6080576816374204,0.7566064137532402,0.9086219660528858,0.4786057734024808,0.4786057734024808,165.94239959600097,165.94239959600097,0.3451615073427801,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,10,81.28298003824546,421.19001098379783,20.64720609241499,60.63577394583046,35.72549019607843,0.6427450980392158,0.3954905651646402,0.6666666666666666,0.6045094348353598,0.7681878548179697,0.9092694921482434,0.49671194631657134,0.49671194631657134,161.4895429350383,161.4895429350383,0.350894630608684,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,11,88.90554316150265,473.2510690116041,23.67208651637305,65.23345664512959,38.549019607843135,0.6145098039215685,0.3902038200523311,0.6666666666666666,0.6097961799476689,0.7506216672065863,0.9053314039633557,0.4704621405242494,0.4704621405242494,167.89196547768276,167.89196547768276,0.34238402619731473,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,12,87.17900423525356,458.84765789639033,22.942382894819588,64.23662134043398,38.0,0.6200000000000001,0.3922962908329498,0.6666666666666666,0.6077037091670503,0.7528949714629427,0.904516390565632,0.47536684735828416,0.47536684735828416,166.1713595419505,166.1713595419505,0.34626685455290324,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,13,86.87425436521615,466.8969203448003,22.832381526414043,64.04187283880208,37.509803921568626,0.6249019607843137,0.38848926591776284,0.6666666666666666,0.6115107340822372,0.7595559708894677,0.9095491840638281,0.4802056980208814,0.4802056980208814,167.13370045382416,167.13370045382416,0.3382096366024556,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,14,82.62939267550044,433.36208282022255,21.19254024528237,61.43685243021807,36.09803921568628,0.6390196078431373,0.39314603911456913,0.6666666666666666,0.606853960885431,0.7662742033707091,0.9086040633554306,0.4931480043440371,0.4931480043440371,163.02906903373292,163.02906903373292,0.34727436527871525,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,15,88.78799818950853,454.014529906016,23.35173274724485,65.43626544226369,39.35294117647059,0.6064705882352941,0.3987915012193439,0.6666666666666666,0.6012084987806561,0.7442473654138748,0.9067056226542638,0.46376722799156794,0.46376722799156794,165.57048050831932,165.57048050831932,0.35713517053386024,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,16,90.82322278017119,470.84354011073304,24.06341774417991,66.75980503599128,40.03921568627451,0.5996078431372549,0.395982340360759,0.6666666666666666,0.6040176596392411,0.7418500962617758,0.9093356112132533,0.4579520812488875,0.4579520812488875,167.58843314823105,167.58843314823105,0.35272238813371826,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,17,85.60308934452426,435.57846896223117,21.785898440363145,63.81719090416111,38.03921568627451,0.6196078431372548,0.399783944792765,0.6666666666666666,0.600216055207235,0.7573959743400199,0.9170127532165925,0.4758402283284273,0.4758402283284273,163.31204077856842,163.31204077856842,0.3583632637840142,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,18,89.27031216272535,469.10488012083385,23.67003194746282,65.60028021526254,39.01960784313726,0.6098039215686274,0.39320391944318395,0.6666666666666666,0.606796080556816,0.7499235069877497,0.911769552862626,0.46670824031161945,0.46670824031161945,167.39403742733748,167.39403742733748,0.34728851974082975,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.0,0.65,19,85.77923001341438,443.0410440701421,22.31698456068385,63.462245452730535,37.76470588235294,0.6223529411764707,0.3962114841358897,0.6666666666666666,0.6037885158641103,0.7551915316567025,0.9083639620132541,0.47772749137812653,0.47772749137812653,164.23968600443786,164.23968600443786,0.35309582677528456,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,0,98.51365059314858,224.41632332712186,11.18906694067691,87.32458365247163,63.72549019607843,0.3627450980392157,0.5821437524191914,0.737886735560108,0.4178562475808087,0.5503126887726857,0.9076371745437841,0.2748469246591056,0.2748469246591056,135.8527195936181,135.8527195936181,0.541567033988384,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,1,99.62451908454885,227.1512942321041,11.38219808811326,88.24232099643561,64.45098039215686,0.3554901960784313,0.5819960157456235,0.737886735560108,0.4180039842543764,0.5443514795137745,0.9053603406766858,0.2691372078588688,0.2691372078588688,136.30982323089043,136.30982323089043,0.5415778416512903,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,2,98.80316864016334,223.71310048091144,11.175664826375463,87.62750381378785,64.11764705882354,0.3588235294117646,0.5839656672881139,0.737886735560108,0.4160343327118861,0.5468029309415705,0.9074391389855453,0.27208860904576837,0.27208860904576837,135.73436391574344,135.73436391574344,0.5454195135482289,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,3,100.70910824431192,224.32764562859163,11.413316629786596,89.29579161452533,65.82352941176471,0.341764705882353,0.5880540844083006,0.737886735560108,0.41194591559169935,0.5316995485341599,0.9045811962974064,0.2586080953425139,0.2586080953425139,135.83212417458572,135.83212417458572,0.5551575492492593,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,4,100.2220894479453,230.0804269339558,11.498071769433453,88.72401767851184,64.6470588235294,0.3535294117647058,0.5804420832569708,0.737886735560108,0.4195579167430291,0.5443704916469734,0.9063951110319934,0.2673792524868761,0.2673792524868761,136.79822665028487,136.79822665028487,0.53758179879441,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,5,99.61042635034333,225.5104165718658,11.309889777389195,88.30053657295413,64.66666666666667,0.3533333333333333,0.584111555193429,0.737886735560108,0.41588844480657083,0.5424330369386409,0.9065144734336134,0.2677633536227902,0.2677633536227902,136.03550901158627,136.03550901158627,0.5454151256262275,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,6,97.51707014072775,219.2109645608706,10.965926511240257,86.55114362948753,63.431372549019606,0.3656862745098039,0.5854104550137038,0.737886735560108,0.41458954498629613,0.549758571558761,0.9043326793052688,0.27749839219342815,0.27749839219342815,134.97137855558478,134.97137855558478,0.5490444708165896,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,7,100.57711650912148,231.937491060374,11.59839359257818,88.9787229165433,64.72549019607843,0.3527450980392156,0.5791711657095467,0.737886735560108,0.42082883429045326,0.5448985468062486,0.9080334592306647,0.2664281757446405,0.2664281757446405,137.1058580490369,137.1058580490369,0.53531515813467,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,8,99.20360361806911,227.10858854562102,11.31614652352316,87.88745709454592,64.05882352941177,0.3594117647058823,0.5811377147007617,0.737886735560108,0.4188622852992382,0.5480551911658188,0.9062322192559077,0.27218958386346975,0.27218958386346975,136.30397722314282,136.30397722314282,0.5385083727951555,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,9,98.30444367935102,222.70801904876046,11.121493030738824,87.1829506486122,63.76470588235294,0.3623529411764706,0.5836789596610966,0.737886735560108,0.4163210403389034,0.5486972761938619,0.9057236481677694,0.27485176685863527,0.27485176685863527,135.56405418309214,135.56405418309214,0.5443801236133868,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,10,98.26776440706153,220.16369673577742,11.036783637385529,87.23098076967602,64.01960784313725,0.3598039215686274,0.5863103402991058,0.737886735560108,0.41368965970089416,0.5460074902332533,0.9061956226536592,0.27280950280573696,0.27280950280573696,135.1333459210651,135.1333459210651,0.5509913759615299,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,11,101.54440276392987,232.29769763303847,11.71142261434586,89.832980149584,65.58823529411765,0.34411764705882364,0.581303193521019,0.737886735560108,0.41869680647898094,0.536888832353657,0.9046355772467768,0.2596874937245825,0.2596874937245825,137.1649817061201,137.1649817061201,0.5396289914874107,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,12,100.81759589327058,223.89195576468273,11.419762088364786,89.3978338049058,66.0,0.3400000000000001,0.5889443088913158,0.737886735560108,0.4110556911086842,0.5295060747090176,0.9032609447131514,0.25740819787361113,0.25740819787361113,135.75645036135396,135.75645036135396,0.5569050396361727,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,13,97.99010425356433,221.38775475024062,11.020890041726732,86.96921421183758,63.6078431372549,0.363921568627451,0.5842018764546972,0.737886735560108,0.4157981235453027,0.5504720262257033,0.907759792461477,0.27597755299567106,0.27597755299567106,135.34119333520772,135.34119333520772,0.5457506343976263,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,14,97.45856174803768,223.41544306924754,11.057257582900215,86.40130416513745,62.86274509803921,0.37137254901960776,0.5805013291756742,0.737886735560108,0.4194986708243258,0.5564476680650823,0.905643421843048,0.28173741263234986,0.28173741263234986,135.6833890088274,135.6833890088274,0.5379075730749552,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,15,99.5952991840679,228.68697562090415,11.421284615059202,88.17401456900869,64.23529411764706,0.3576470588235294,0.5802237248580316,0.737886735560108,0.4197762751419683,0.5465486093195272,0.9049874333990305,0.27073729812683817,0.27073729812683817,136.56610280412494,136.56610280412494,0.5374285029148433,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,16,99.04621772155838,227.64573347343207,11.336602160484325,87.7096155610741,63.8235294117647,0.3617647058823529,0.5799324725385004,0.737886735560108,0.42006752746149956,0.5504494912907352,0.9075684208194099,0.27382489822012707,0.27382489822012707,136.39362757066309,136.39362757066309,0.5372206454089357,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,17,100.4308644861972,228.40742523888076,11.419875042369865,89.01098944382733,65.0,0.3500000000000001,0.5824902564080509,0.737886735560108,0.4175097435919491,0.5437485453889561,0.9147391678054854,0.2643547374068278,0.2643547374068278,136.52077922930107,136.52077922930107,0.5426533378965923,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,18,98.93015060562387,221.2527420443099,11.127501073607945,87.8026495320159,64.52941176470588,0.35470588235294115,0.5867750389155681,0.737886735560108,0.41322496108443196,0.5431719696042279,0.9101884553208966,0.2689423515235683,0.2689423515235683,135.3167660209084,135.3167660209084,0.5527364312067159,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.35,19,98.13699765954837,229.342108698908,11.253971950270593,86.88302570927777,62.80392156862745,0.3719607843137256,0.575714337922436,0.737886735560108,0.4242856620775641,0.5589919463053427,0.9056525193461569,0.28204387035189254,0.28204387035189254,136.6706806657583,136.6706806657583,0.5270170304025461,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.4,0,93.4449279110639,248.9408323253052,12.466116853391974,80.97881105767192,56.509803921568626,0.4349019607843137,0.5442526394700645,0.737886735560108,0.4557473605299355,0.6118635073538188,0.9090855325726849,0.33184556294365375,0.33184556294365375,139.8548919199327,139.8548919199327,0.4630516239725247,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.4,1,91.0473887321191,244.05350926044034,12.120777242060601,78.9266114900585,54.90196078431372,0.45098039215686275,0.5426820181421138,0.737886735560108,0.4573179818578862,0.6218867278512032,0.9067629324707975,0.34533427165374697,0.34533427165374697,139.07584786355977,139.07584786355977,0.4603596018947011,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.4,2,93.75670462626933,252.41907743448945,12.656827147241904,81.09987747902746,56.450980392156865,0.43549019607843137,0.5418543439741321,0.737886735560108,0.4581456560258679,0.6126944016262957,0.9091437796286084,0.33223031062044983,0.33223031062044983,140.4034437351151,140.4034437351151,0.4584277919339149,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
1.25,0.4,3,91.09613550300595,244.80121338215145,12.157979269583317,78.93815623342265,54.86274509803921,0.4513725490196078,0.5420211889016184,0.737886735560108,0.45797881109838157,0.6211081938248405,0.9029976791270318,0.3455510763495728,0.3455510763495728,139.1956515882545,139.1956515882545,0.45907005419549085,0.0,0.9,1.0,0.0,0.0,0.0,1.0,rho050
