point,sigma,delta,pi0,c0,beta,viable,n_rho,quad_coef,quad_coef_se,convex,curvature_resolved,rho_star,rho_star_committed,rho_star_in_support,rho_star_resolved,rho_anchored_max,anchored_left_of_turn
3041,0.5795245494693517,0.0721434234827756,0.3744508537463844,2.3077003620564938,0.3801389755681157,0.0,4,-1859.3418220261542,2785.7895069335095,False,False,0.6648392934686399,0.6648392934686399,False,False,0.36322167826597684,
3042,0.5748424051329494,0.0709793935529887,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,-149.39047858749643,2965.523755018248,False,False,2.1755114697561653,2.1755114697561653,False,False,0.36322167826597684,
3043,0.5465987894684077,0.0709793935529887,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,-221.10873799431957,3080.86003139268,False,False,1.6462668860301994,1.6462668860302136,False,False,0.36322167826597684,
3044,0.5748424051329494,0.0709793935529887,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,389.5327610919531,3172.5049692175453,True,False,-0.3284559840605696,-0.3284559840605696,False,False,0.36322167826597684,
3045,0.5748424051329494,0.0709793935529887,0.3052226419560611,2.304469410330057,0.4254342718049884,0.0,4,3064.8543523243156,1370.6445345866587,True,True,0.43999999999999645,0.4399999999999964,True,True,0.36322167826597684,1.0
3046,0.5748424051329494,0.0709793935529887,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,-81.61934180595998,2849.5124883773656,False,False,3.522643964414352,3.522643964414352,False,False,0.36322167826597684,
3047,0.5748424051329494,0.0572844844311475,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,-3323.3112537499464,1229.5589789631226,False,False,0.5755035956259655,0.5755035956259655,True,False,0.36322167826597684,
3048,0.5748424051329494,0.0709793935529887,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,-141.3099906675504,2953.0192666077705,False,False,2.2691252579688768,2.269125257969605,False,False,0.36322167826597684,
3049,0.5748424051329494,0.0709793935529887,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3050,0.5748424051329494,0.0709793935529887,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,-297.27894602572286,3110.241819887654,False,False,1.3357826685957035,1.3357826685955216,False,False,0.36322167826597684,
3051,0.5748424051329494,0.0709793935529887,0.3261876936070621,2.304469410330057,0.8733765194192529,0.0,4,-62.837468449330764,2849.516243323709,False,False,4.455995367286289,4.455995367286289,False,False,0.36322167826597684,
3052,0.5748424051329494,0.0709793935529887,0.3261876936070621,2.304469410330057,0.4254342718049884,0.0,4,-353.4156082227639,3165.111272721832,False,False,1.201029020506209,1.201029020506209,False,False,0.36322167826597684,
3053,0.5748424051329494,0.0709793935529887,0.3261876936070621,1.5630892403423786,0.4254342718049884,0.0,4,109.2031816997619,2391.683034494359,True,False,-1.5589047727441439,-1.5589047727460723,False,False,0.36322167826597684,
3054,0.5465987894684077,0.0572844844311475,0.3052226419560611,1.5630892403423786,0.8733765194192529,0.0,4,-3594.7529790702247,1767.6414099865722,False,False,0.5636201320964829,0.5636201320964829,True,False,0.36322167826597684,
3055,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.018706263974309,0.7192744696512818,1.0,4,44.40960301033076,30.51128542822846,True,False,0.063039582074269,0.063039582074269,False,False,0.36322167826597684,
3056,0.4248798094689846,0.0319841427728533,0.3528220329433679,1.018706263974309,0.7192744696512818,1.0,4,52.47372345339346,38.23186682123599,True,False,0.1261072861563754,0.1261072861555459,False,False,0.36322167826597684,
3057,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.018706263974309,0.7192744696512818,1.0,4,-37.05977319910148,5.461838578610251,False,False,0.9503323005061682,0.9503323005095072,False,False,0.36322167826597684,
3058,0.4313000684604049,0.0319841427728533,0.3929942918010056,1.018706263974309,0.7192744696512818,1.0,4,116.82062456765998,10.153298362487222,True,True,0.30029453210570306,0.300294532105703,False,False,0.36322167826597684,
3059,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.018706263974309,0.7192744696512818,1.0,4,32.14487189416645,15.661473420053758,True,True,-0.14088968665196624,-0.1408896866542872,False,False,0.36322167826597684,
3060,0.4313000684604049,0.0765727275051176,0.3528220329433679,1.018706263974309,0.7192744696512818,0.0,4,-342.2564407255975,4333.83701432307,False,False,1.5325723071141597,1.5325723071145108,False,False,0.36322167826597684,
3061,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.018706263974309,0.7192744696512818,1.0,4,7.930566313687191,5.3734466355927735,True,False,-1.8192910086717986,-1.8192910086717984,False,False,0.36322167826597684,
3062,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.018706263974309,0.7192744696512818,1.0,4,59.17473293391366,23.33698686397465,True,True,0.2777179009810006,0.2777179009810006,False,False,0.36322167826597684,
3063,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.018706263974309,0.7192744696512818,1.0,4,-50.562121110847684,10.663712363628461,False,False,0.8143907387559816,0.8143907387551851,False,False,0.36322167826597684,
3064,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.018706263974309,0.1624797983095049,1.0,4,378.8661829845519,147.51481484086142,True,True,0.271828349371287,0.271828349371287,False,False,0.36322167826597684,
3065,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.018706263974309,0.7192744696512818,1.0,4,19.346812169551818,13.709201950634709,True,False,-0.42482531896612435,-0.4248253189605594,False,False,0.36322167826597684,
3066,0.4313000684604049,0.0319841427728533,0.3528220329433679,1.0431811325252056,0.7192744696512818,1.0,4,37.64226763104218,23.658391461841738,True,False,-0.00632468547519824,-0.0063246854751982,False,False,0.36322167826597684,
3067,0.4248798094689846,0.0765727275051176,0.3929942918010056,1.0431811325252056,0.1624797983095049,0.0,4,-2070.7966857817396,1038.200452477921,False,False,0.5855662598625478,0.5855662598625478,True,False,0.36322167826597684,
3068,0.4185972591862082,0.044305441584438,0.3828470284119248,2.2363528087735176,0.2577602230012417,1.0,4,130.17383930349337,6.1942274560725465,True,True,0.21163064295879672,0.2116306429587967,False,False,0.36322167826597684,
3069,0.4268167996779084,0.044305441584438,0.3828470284119248,2.2363528087735176,0.2577602230012417,1.0,4,162.18785127663475,43.97334869749609,True,True,0.2683672956665138,0.2683672956665138,False,False,0.36322167826597684,
3070,0.4185972591862082,0.044305441584438,0.3828470284119248,2.2363528087735176,0.2577602230012417,1.0,4,120.54639544127622,16.10410836889803,True,True,0.19545110056276233,0.1954511005627623,False,False,0.36322167826597684,
3071,0.4185972591862082,0.044305441584438,0.3504853571765124,2.2363528087735176,0.2577602230012417,1.0,4,159.56068582689588,3.1946747404758105,True,True,0.2415408963206191,0.2415408963206191,False,False,0.36322167826597684,
3072,0.4185972591862082,0.044305441584438,0.3828470284119248,2.2363528087735176,0.2577602230012417,1.0,4,338.33722440978465,117.27539388667192,True,True,0.3430778874459955,0.3430778874461135,False,False,0.36322167826597684,
3073,0.4185972591862082,0.0892365708947181,0.3828470284119248,2.2363528087735176,0.2577602230012417,0.0,4,263.6653184486154,2463.8451052142727,True,False,-0.43580581226324794,-0.4358058122629309,False,False,0.36322167826597684,
3074,0.4185972591862082,0.044305441584438,0.3828470284119248,2.2363528087735176,0.2577602230012417,1.0,4,173.938299717845,49.23360032847884,True,True,0.2896444547995291,0.289644454799572,False,False,0.36322167826597684,
3075,0.4185972591862082,0.044305441584438,0.3828470284119248,2.2363528087735176,0.2577602230012417,1.0,4,116.16036397471399,51.65306729086769,True,True,0.2032220681582541,0.2032220681581797,False,False,0.36322167826597684,
3076,0.4185972591862082,0.044305441584438,0.3828470284119248,2.2363528087735176,0.2577602230012417,1.0,4,106.19396890919892,59.6383106043494,True,False,0.1845540348536007,0.1845540348536007,False,False,0.36322167826597684,
3077,0.4185972591862082,0.044305441584438,0.3828470284119248,2.2363528087735176,0.6976972064003348,1.0,4,44.473920822471364,20.304976414283605,True,True,0.2070851532132525,0.2070851532132525,False,False,0.36322167826597684,
3078,0.4185972591862082,0.044305441584438,0.3828470284119248,2.2363528087735176,0.2577602230012417,1.0,4,149.7644266971109,22.11244938361563,True,True,0.24561638837008448,0.2456163883700844,False,False,0.36322167826597684,
3079,0.4185972591862082,0.044305441584438,0.3828470284119248,0.5395396593958139,0.2577602230012417,1.0,4,75.4401603866703,13.469750452518785,True,True,0.19699790454284463,0.1969979045428446,False,False,0.36322167826597684,
3080,0.4268167996779084,0.0892365708947181,0.3504853571765124,0.5395396593958139,0.6976972064003348,0.0,4,69.46032058850133,1685.4978897191081,True,False,-1.7703832204702636,-1.7703832204702636,False,False,0.36322167826597684,
3081,0.5750541789457202,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,3848.5641783704336,1721.1302237214034,True,True,0.43999999999999545,0.4399999999999954,True,True,0.36322167826597684,1.0
3082,0.5048300301656127,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,3918.275783746239,1752.3062014095935,True,True,0.43999999999999967,0.4399999999999996,True,True,0.36322167826597684,1.0
3083,0.5750541789457202,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,3071.7653695022345,1373.7352354273592,True,True,0.4399999999999979,0.4399999999999979,True,True,0.36322167826597684,1.0
3084,0.5750541789457202,0.0664801064506173,0.3384523254819214,1.4598658215254543,0.5828790348023176,0.0,4,439.10643476505084,3917.922647675661,True,False,-0.3980517411890265,-0.3980517411891455,False,False,0.36322167826597684,
3085,0.5750541789457202,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,3848.5641783704336,1721.1302237214034,True,True,0.43999999999999545,0.4399999999999954,True,True,0.36322167826597684,1.0
3086,0.5750541789457202,0.0483710625953972,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,-4028.126863222812,1619.7862410296884,False,False,0.5762534994649601,0.5762534994649601,True,False,0.36322167826597684,
3087,0.5750541789457202,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,3862.508343946982,1727.3662441451343,True,True,0.4399999999999971,0.4399999999999971,True,True,0.36322167826597684,1.0
3088,0.5750541789457202,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,3874.9525467708277,1732.931460833126,True,True,0.44000000000000117,0.4400000000000011,True,True,0.36322167826597684,1.0
3089,0.5750541789457202,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,3839.0247079840556,1716.8640428707604,True,True,0.4400000000000014,0.4400000000000014,True,True,0.36322167826597684,1.0
3090,0.5750541789457202,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.2678463803604245,0.0,4,3709.6773841164445,1659.0181610956254,True,True,0.4400000000000013,0.4400000000000013,True,True,0.36322167826597684,1.0
3091,0.5750541789457202,0.0664801064506173,0.3063073133118451,1.4598658215254543,0.5828790348023176,0.0,4,3450.310592861812,1543.0258058253335,True,True,0.4399999999999979,0.4399999999999979,True,True,0.36322167826597684,1.0
3092,0.5750541789457202,0.0664801064506173,0.3063073133118451,2.067202778533101,0.5828790348023176,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3093,0.5048300301656127,0.0483710625953972,0.3384523254819214,2.067202778533101,0.2678463803604245,0.0,4,-2862.392835873406,681.8950653616578,False,False,0.6104045778435226,0.6104045778435226,True,False,0.36322167826597684,
3094,0.5253435112535954,0.088809842672199,0.3687965956516564,0.6093304622918367,0.9000632595270872,0.0,4,-861.9561183555658,1286.5076335527654,False,False,0.7536560255328418,0.7536560255328418,False,False,0.36322167826597684,
3095,0.5689493564888835,0.088809842672199,0.3687965956516564,0.6093304622918367,0.9000632595270872,0.0,4,-860.3691508069624,1317.234338379507,False,False,0.7537460489596379,0.7537460489596379,False,False,0.36322167826597684,
3096,0.5253435112535954,0.088809842672199,0.3687965956516564,0.6093304622918367,0.9000632595270872,0.0,4,-834.8693105257337,1284.6964161445474,False,False,0.764024308683646,0.764024308683646,False,False,0.36322167826597684,
3097,0.5253435112535954,0.088809842672199,0.3819194127805531,0.6093304622918367,0.9000632595270872,0.0,4,-2752.2473435588436,1306.4066424821006,False,False,0.5622115103438121,0.5622115103438121,True,False,0.36322167826597684,
3098,0.5253435112535954,0.088809842672199,0.3687965956516564,0.6093304622918367,0.9000632595270872,0.0,4,56.955751588311166,2585.2459296745633,True,False,-3.6598432826181977,-3.659843282616541,False,False,0.36322167826597684,
3099,0.5253435112535954,0.0622889790125191,0.3687965956516564,0.6093304622918367,0.9000632595270872,1.0,4,93.30506812282874,8.050244994172804,True,True,0.4162372704716731,0.4162372704716731,True,True,0.36322167826597684,1.0
3100,0.5253435112535954,0.088809842672199,0.3687965956516564,0.6093304622918367,0.9000632595270872,0.0,4,-859.5955933907887,1298.7123698645878,False,False,0.7549260510357677,0.7549260510357677,False,False,0.36322167826597684,
3101,0.5253435112535954,0.088809842672199,0.3687965956516564,0.6093304622918367,0.9000632595270872,0.0,4,-815.6509786276343,1241.0350277928012,False,False,0.7547290039269743,0.754729003926972,False,False,0.36322167826597684,
3102,0.5253435112535954,0.088809842672199,0.3687965956516564,0.6093304622918367,0.9000632595270872,0.0,4,-830.0658127780802,1244.3014405834135,False,False,0.743573239112731,0.743573239112731,False,False,0.36322167826597684,
3103,0.5253435112535954,0.088809842672199,0.3687965956516564,0.6093304622918367,0.977856137789786,0.0,4,-885.7601138037538,1293.6694221031917,False,False,0.7460542757573382,0.7460542757573382,False,False,0.36322167826597684,
3104,0.5253435112535954,0.088809842672199,0.3687965956516564,0.6093304622918367,0.9000632595270872,0.0,4,-1820.3195260555538,31.723494824844405,False,False,0.609057587425791,0.6090575874257668,True,False,0.36322167826597684,
3105,0.5253435112535954,0.088809842672199,0.3687965956516564,1.8118875715881584,0.9000632595270872,0.0,4,3972.198055733122,1776.4209745423802,True,True,0.43999999999999706,0.439999999999997,True,True,0.36322167826597684,1.0
3106,0.5689493564888835,0.0622889790125191,0.3819194127805531,1.8118875715881584,0.977856137789786,1.0,4,193.47675653989143,16.055681241412547,True,True,0.47456159131612186,0.4745615913161218,True,True,0.36322167826597684,1.0
3107,0.4684958949685097,0.0516241750493645,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,194.83350563431895,28.785354056234016,True,True,0.2729200985909616,0.2729200985909616,False,False,0.36322167826597684,
3108,0.4970602424815297,0.0516241750493645,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,206.10073366204364,6.892968974153758,True,True,0.28591333430836097,0.2859133343083609,False,False,0.36322167826597684,
3109,0.4684958949685097,0.0516241750493645,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,202.85486984101786,4.1342616766779825,True,True,0.2750953327696055,0.2750953327696055,False,False,0.36322167826597684,
3110,0.4684958949685097,0.0516241750493645,0.3199107888154685,1.8233231790363789,0.1977781169116497,1.0,4,315.98604787202567,153.4646448959638,True,True,0.37902850169899,0.3790285016990821,True,True,0.36322167826597684,1.0
3111,0.4684958949685097,0.0516241750493645,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,220.51043327682197,4.29072751870614,True,True,0.29736655485110397,0.2973665548511575,False,False,0.36322167826597684,
3112,0.4684958949685097,0.0438501700758934,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,171.48125888591036,106.72963984495593,True,False,0.19767373657955714,0.1976737365795571,False,False,0.36322167826597684,
3113,0.4684958949685097,0.0516241750493645,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,188.90759469994626,36.3718328739602,True,True,0.26625180623193384,0.2662518062319338,False,False,0.36322167826597684,
3114,0.4684958949685097,0.0516241750493645,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,308.5346535455461,13.134550784453456,True,True,0.32752681375948456,0.3275268137594845,False,False,0.36322167826597684,
3115,0.4684958949685097,0.0516241750493645,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,282.03174105494736,139.37623864935952,True,True,0.3237432721886773,0.3237432721890292,False,False,0.36322167826597684,
3116,0.4684958949685097,0.0516241750493645,0.345382154174149,1.8233231790363789,0.0482346741482615,1.0,4,360.5500594946602,100.23436133041685,True,True,0.3166823756130364,0.3166823756131171,False,False,0.36322167826597684,
3117,0.4684958949685097,0.0516241750493645,0.345382154174149,1.8233231790363789,0.1977781169116497,1.0,4,253.20961866484748,45.44414274528543,True,True,0.314706983325517,0.314706983325517,False,False,0.36322167826597684,
3118,0.4684958949685097,0.0516241750493645,0.345382154174149,1.331980453804135,0.1977781169116497,1.0,4,300.2127534944929,7.32284255344347,True,True,0.3571308621976082,0.3571308621975913,True,True,0.36322167826597684,0.0
3119,0.4970602424815297,0.0438501700758934,0.3199107888154685,1.331980453804135,0.0482346741482615,1.0,4,313.95991015146143,15.683235308261876,True,True,0.26600041333056873,0.2660004133306121,False,False,0.36322167826597684,
3120,0.4733890872448683,0.0722391043044626,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,-2964.6380105153235,1655.6071833283504,False,False,0.5995816606567365,0.5995816606567365,True,False,0.36322167826597684,
3121,0.4415251228958368,0.0722391043044626,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,-2937.040974294175,1666.930945614004,False,False,0.6007377929114217,0.6007377929114217,True,False,0.36322167826597684,
3122,0.4733890872448683,0.0722391043044626,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,-3028.0875503696175,1674.3387020053456,False,False,0.5971464301619718,0.5971464301619718,True,False,0.36322167826597684,
3123,0.4733890872448683,0.0722391043044626,0.3103552148677408,1.750593677163124,0.0793636031448841,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3124,0.4733890872448683,0.0722391043044626,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,-3409.4174450397304,1971.4903872721748,False,False,0.5927470626720467,0.5927470626720467,True,False,0.36322167826597684,
3125,0.4733890872448683,0.0836951491981744,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,1482.820937025078,2916.842639632125,True,False,0.22405809739988924,0.2240580973998584,False,False,0.36322167826597684,
3126,0.4733890872448683,0.0722391043044626,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,-3014.977941585857,1644.2194867978512,False,False,0.5969973701542417,0.5969973701542417,True,False,0.36322167826597684,
3127,0.4733890872448683,0.0722391043044626,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,-3486.3547709966506,1964.6096976718807,False,False,0.5882381646769453,0.5882381646769679,True,False,0.36322167826597684,
3128,0.4733890872448683,0.0722391043044626,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,-3014.800859710686,1533.9990253481499,False,False,0.5920824953285657,0.5920824953285657,True,False,0.36322167826597684,
3129,0.4733890872448683,0.0722391043044626,0.391550777386874,1.750593677163124,0.7913026725873351,0.0,4,-3540.678217678988,1717.4010304952474,False,False,0.5668617910315067,0.5668617910314903,True,False,0.36322167826597684,
3130,0.4733890872448683,0.0722391043044626,0.391550777386874,1.750593677163124,0.0793636031448841,0.0,4,-2983.0542485519777,1623.028657810938,False,False,0.5981500096525323,0.5981500096525323,True,False,0.36322167826597684,
3131,0.4733890872448683,0.0722391043044626,0.391550777386874,1.1955051496624949,0.0793636031448841,0.0,4,-2644.9130595661168,1459.3414071655861,False,False,0.5989620951137712,0.5989620951137712,True,False,0.36322167826597684,
3132,0.4415251228958368,0.0836951491981744,0.3103552148677408,1.1955051496624949,0.7913026725873351,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3133,0.5329469818621874,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,32.53019363478818,3.2102612584658305,True,True,0.2298607259250054,0.2298607259250054,False,False,0.36322167826597684,
3134,0.5135591946542263,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,7.054891619580987,8.670379200114779,True,False,-0.7066478893898459,-0.7066478893898459,False,False,0.36322167826597684,
3135,0.5329469818621874,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,18.93408319162922,6.909463778812118,True,True,0.0874458545660646,0.0874458545660646,False,False,0.36322167826597684,
3136,0.5329469818621874,0.0343570227921009,0.3975775486789644,0.5356246437877417,0.752352824434638,1.0,4,8.703783534640083,5.863932296293511,True,False,-0.536586087901988,-0.5365860879054541,False,False,0.36322167826597684,
3137,0.5329469818621874,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,19.857987574608718,0.8838962252210187,True,True,0.1698446483302242,0.1698446483302242,False,False,0.36322167826597684,
3138,0.5329469818621874,0.0505712820030748,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,47.704559198781816,3.2489037772674845,True,True,0.3721151592349355,0.3721151592349355,True,True,0.36322167826597684,1.0
3139,0.5329469818621874,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,25.02882672813979,8.044868659844475,True,True,0.15069972608882054,0.1506997260883247,False,False,0.36322167826597684,
3140,0.5329469818621874,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,21.886978655838156,8.327423304777604,True,True,0.1408598995728373,0.1408598995735009,False,False,0.36322167826597684,
3141,0.5329469818621874,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,35.71806556733147,3.744412744165121,True,True,0.30596454239697807,0.305964542396978,False,False,0.36322167826597684,
3142,0.5329469818621874,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.2368023367598652,1.0,4,23.19406898520608,7.843252409521422,True,True,-0.4130828545082802,-0.4130828545082802,False,False,0.36322167826597684,
3143,0.5329469818621874,0.0343570227921009,0.3181359816342592,0.5356246437877417,0.752352824434638,1.0,4,19.10699293448454,3.7122338613817965,True,True,0.030759206238708547,0.0307592062387085,False,False,0.36322167826597684,
3144,0.5329469818621874,0.0343570227921009,0.3181359816342592,1.660764142870903,0.752352824434638,1.0,4,20.098565349273798,16.35106920459528,True,False,-0.18480141396754593,-0.1848014139675459,False,False,0.36322167826597684,
3145,0.5135591946542263,0.0505712820030748,0.3975775486789644,1.660764142870903,0.2368023367598652,1.0,4,136.4478506114751,35.98653898657097,True,True,0.2745224182564652,0.2745224182564652,False,False,0.36322167826597684,
3146,0.5830486075952649,0.0571554605104029,0.355600918456912,1.4037229213863611,0.702258413657546,1.0,4,203.7703014629126,70.60787190701456,True,True,0.4936702868170033,0.4936702868170055,True,True,0.36322167826597684,1.0
3147,0.5618803590536118,0.0571554605104029,0.355600918456912,1.4037229213863611,0.702258413657546,1.0,4,202.53631966887977,86.95488639342021,True,True,0.4855255728284878,0.4855255728284878,True,True,0.36322167826597684,1.0
3148,0.5830486075952649,0.0571554605104029,0.355600918456912,1.4037229213863611,0.702258413657546,1.0,4,239.3267921863757,64.11965055382255,True,True,0.48745677965749007,0.4874567796574882,True,True,0.36322167826597684,1.0
3149,0.5830486075952649,0.0571554605104029,0.3289226858876645,1.4037229213863611,0.702258413657546,0.0,4,-1482.2577603045243,1969.3022314305747,False,False,0.6812765245225872,0.6812765245225872,False,False,0.36322167826597684,
3150,0.5830486075952649,0.0571554605104029,0.355600918456912,1.4037229213863611,0.702258413657546,1.0,4,261.95841300013996,48.02756445063165,True,True,0.47967466289005045,0.4796746628900504,True,True,0.36322167826597684,1.0
3151,0.5830486075952649,0.0638410050608217,0.355600918456912,1.4037229213863611,0.702258413657546,0.0,4,-2859.4960957384806,1338.8016298086138,False,False,0.5621705999766998,0.5621705999766998,True,False,0.36322167826597684,
3152,0.5830486075952649,0.0571554605104029,0.355600918456912,1.4037229213863611,0.702258413657546,1.0,4,203.770301462856,70.60787190696546,True,True,0.49367028681685876,0.4936702868168569,True,True,0.36322167826597684,1.0
3153,0.5830486075952649,0.0571554605104029,0.355600918456912,1.4037229213863611,0.702258413657546,1.0,4,210.73521679376344,48.79648011841887,True,True,0.48829995686230815,0.4882999568623081,True,True,0.36322167826597684,1.0
3154,0.5830486075952649,0.0571554605104029,0.355600918456912,1.4037229213863611,0.702258413657546,1.0,4,149.95762490627445,25.24777251603941,True,True,0.48496151479652777,0.4849615147961512,True,True,0.36322167826597684,1.0
3155,0.5830486075952649,0.0571554605104029,0.355600918456912,1.4037229213863611,0.5091896513476968,1.0,4,256.0113806872165,54.49302009031717,True,True,0.4490214143125284,0.4490214143125284,True,True,0.36322167826597684,1.0
3156,0.5830486075952649,0.0571554605104029,0.355600918456912,1.4037229213863611,0.702258413657546,1.0,4,187.70322615272872,60.16872323366991,True,True,0.476115222093022,0.4761152220930277,True,True,0.36322167826597684,1.0
3157,0.5830486075952649,0.0571554605104029,0.355600918456912,2.467837832868099,0.702258413657546,0.0,4,-2855.987831095592,745.5364609132446,False,False,0.6185087850404716,0.6185087850405022,True,False,0.36322167826597684,
3158,0.5618803590536118,0.0638410050608217,0.3289226858876645,2.467837832868099,0.5091896513476968,0.0,4,827.9841305714315,3178.2972518655106,True,False,0.056665462756324635,0.0566654627563246,False,False,0.36322167826597684,
3159,0.4231000641360879,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4025292731821537,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3160,0.4838167753070593,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4025292731821537,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3161,0.4231000641360879,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4025292731821537,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3162,0.4231000641360879,0.0800265718996524,0.3661206104792655,2.1811862401664257,0.4025292731821537,0.0,4,5101.495967117249,2281.4583538830925,True,True,0.4399999999999991,0.4399999999999991,True,True,0.36322167826597684,1.0
3163,0.4231000641360879,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4025292731821537,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3164,0.4231000641360879,0.0381439534574747,0.3290614205412566,2.1811862401664257,0.4025292731821537,1.0,4,297.2336497593575,190.78653067815742,True,False,0.2804554815469142,0.2804554815469142,False,False,0.36322167826597684,
3165,0.4231000641360879,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4025292731821537,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3166,0.4231000641360879,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4025292731821537,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3167,0.4231000641360879,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4025292731821537,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3168,0.4231000641360879,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4544618679210543,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3169,0.4231000641360879,0.0800265718996524,0.3290614205412566,2.1811862401664257,0.4025292731821537,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3170,0.4231000641360879,0.0800265718996524,0.3290614205412566,0.9255265295505524,0.4025292731821537,0.0,4,4463.4615662363485,1996.1206954124507,True,True,0.4399999999999985,0.4399999999999985,True,True,0.36322167826597684,1.0
3171,0.4838167753070593,0.0381439534574747,0.3661206104792655,0.9255265295505524,0.4544618679210543,1.0,4,55.249813119107735,89.056679972801,True,False,-0.02894325221037085,-0.0289432522098135,False,False,0.36322167826597684,
3172,0.4267973775044084,0.0825111814029514,0.3098791313357651,1.0865827556699514,0.6204055109992623,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3173,0.4677821783348918,0.0825111814029514,0.3098791313357651,1.0865827556699514,0.6204055109992623,0.0,4,,,False,False,,,False,False,0.36322167826597684,
3174,0.4267973775044084,0.0825111814029514,0.3098791313357651,1.0865827556699514,0.6204055109992623,0.0,4,,,False,False,,,False,False,0.36322167826597684,
